State,County,cooling system type,climate zone,PUE mean
Virginia,Charles City County,4,4A,1.3989
Virginia,Charles City County,5,4A,1.62745
Virginia,Charles City County,6,4A,1.5598
Virginia,Charles City County,7,4A,1.77255
Virginia,Charles City County,8,4A,1.8474
Virginia,Charles City County,9,4A,1.9314
Virginia,Charles City County,10,4A,2.1151
Virginia,Charles City County,11,4A,1.28235
Virginia,Charles City County,12,4A,1.43915
Virginia,Charles City County,13,4A,1.36535
Virginia,Charles City County,14,4A,1.5873
Virginia,Charlotte County,1,4A,1.17335
Virginia,Charlotte County,2,4A,1.14975
Virginia,Charlotte County,3,4A,1.5183
Virginia,Charlotte County,4,4A,1.3989
Virginia,Charlotte County,5,4A,1.62745
Virginia,Charlotte County,6,4A,1.5598
Virginia,Charlotte County,7,4A,1.77255
Virginia,Charlotte County,8,4A,1.8474
Virginia,Charlotte County,9,4A,1.9314
Virginia,Charlotte County,10,4A,2.1151
Virginia,Charlotte County,11,4A,1.28235
Virginia,Charlotte County,12,4A,1.43915
Virginia,Charlotte County,13,4A,1.36535
Virginia,Charlotte County,14,4A,1.5873
Virginia,Charlottesville city,1,4A,1.17335
Virginia,Charlottesville city,2,4A,1.14975
Virginia,Charlottesville city,3,4A,1.5183
Virginia,Charlottesville city,4,4A,1.3989
Virginia,Charlottesville city,5,4A,1.62745
Virginia,Charlottesville city,6,4A,1.5598
Virginia,Charlottesville city,7,4A,1.77255
Virginia,Charlottesville city,8,4A,1.8474
Virginia,Charlottesville city,9,4A,1.9314
Virginia,Charlottesville city,10,4A,2.1151
Virginia,Charlottesville city,11,4A,1.28235
Virginia,Charlottesville city,12,4A,1.43915
Virginia,Charlottesville city,13,4A,1.36535
Virginia,Charlottesville city,14,4A,1.5873
Virginia,Chesapeake city,1,4A,1.17335
Virginia,Chesapeake city,2,4A,1.14975
Virginia,Chesapeake city,3,4A,1.5183
Virginia,Chesapeake city,4,4A,1.3989
Virginia,Chesapeake city,5,4A,1.62745
Virginia,Chesapeake city,6,4A,1.5598
Virginia,Chesapeake city,7,4A,1.77255
Virginia,Chesapeake city,8,4A,1.8474
Virginia,Chesapeake city,9,4A,1.9314
Virginia,Chesapeake city,10,4A,2.1151
Virginia,Chesapeake city,11,4A,1.28235
Virginia,Chesapeake city,12,4A,1.43915
Virginia,Chesapeake city,13,4A,1.36535
Virginia,Chesapeake city,14,4A,1.5873
Virginia,Chesterfield County,1,4A,1.17335
Virginia,Chesterfield County,2,4A,1.14975
Virginia,Chesterfield County,3,4A,1.5183
Virginia,Chesterfield County,4,4A,1.3989
Virginia,Chesterfield County,5,4A,1.62745
Virginia,Chesterfield County,6,4A,1.5598
Virginia,Chesterfield County,7,4A,1.77255
Virginia,Chesterfield County,8,4A,1.8474
Virginia,Chesterfield County,9,4A,1.9314
Virginia,Chesterfield County,10,4A,2.1151
Virginia,Chesterfield County,11,4A,1.28235
Virginia,Chesterfield County,12,4A,1.43915
Virginia,Chesterfield County,13,4A,1.36535
Virginia,Chesterfield County,14,4A,1.5873
Virginia,Clarke County,1,4A,1.17335
Virginia,Clarke County,2,4A,1.14975
Virginia,Clarke County,3,4A,1.5183
Virginia,Clarke County,4,4A,1.3989
Virginia,Clarke County,5,4A,1.62745
Virginia,Clarke County,6,4A,1.5598
Virginia,Clarke County,7,4A,1.77255
Virginia,Clarke County,8,4A,1.8474
Virginia,Clarke County,9,4A,1.9314
Virginia,Clarke County,10,4A,2.1151
Virginia,Clarke County,11,4A,1.28235
Virginia,Clarke County,12,4A,1.43915
Virginia,Clarke County,13,4A,1.36535
Virginia,Clarke County,14,4A,1.5873
Virginia,Colonial Heights city,1,4A,1.17335
Virginia,Colonial Heights city,2,4A,1.14975
Virginia,Colonial Heights city,3,4A,1.5183
Virginia,Colonial Heights city,4,4A,1.3989
Virginia,Colonial Heights city,5,4A,1.62745
Virginia,Colonial Heights city,6,4A,1.5598
Virginia,Colonial Heights city,7,4A,1.77255
Virginia,Colonial Heights city,8,4A,1.8474
Virginia,Colonial Heights city,9,4A,1.9314
Virginia,Colonial Heights city,10,4A,2.1151
Virginia,Colonial Heights city,11,4A,1.28235
Virginia,Colonial Heights city,12,4A,1.43915
Virginia,Colonial Heights city,13,4A,1.36535
Virginia,Colonial Heights city,14,4A,1.5873
Virginia,Covington city,1,4A,1.17335
Virginia,Covington city,2,4A,1.14975
Virginia,Covington city,3,4A,1.5183
Virginia,Covington city,4,4A,1.3989
Virginia,Covington city,5,4A,1.62745
Virginia,Covington city,6,4A,1.5598
Virginia,Covington city,7,4A,1.77255
Virginia,Covington city,8,4A,1.8474
Virginia,Covington city,9,4A,1.9314
Virginia,Covington city,10,4A,2.1151
Virginia,Covington city,11,4A,1.28235
Virginia,Covington city,12,4A,1.43915
Virginia,Covington city,13,4A,1.36535
Virginia,Covington city,14,4A,1.5873
Virginia,Craig County,1,4A,1.17335
Virginia,Craig County,2,4A,1.14975
Virginia,Craig County,3,4A,1.5183
Virginia,Craig County,4,4A,1.3989
Virginia,Craig County,5,4A,1.62745
Virginia,Craig County,6,4A,1.5598
Virginia,Craig County,7,4A,1.77255
Virginia,Craig County,8,4A,1.8474
Virginia,Craig County,9,4A,1.9314
Virginia,Craig County,10,4A,2.1151
Virginia,Craig County,11,4A,1.28235
Virginia,Craig County,12,4A,1.43915
Virginia,Craig County,13,4A,1.36535
Virginia,Craig County,14,4A,1.5873
Virginia,Culpeper County,1,4A,1.17335
Virginia,Culpeper County,2,4A,1.14975
Virginia,Culpeper County,3,4A,1.5183
Virginia,Culpeper County,4,4A,1.3989
Virginia,Culpeper County,5,4A,1.62745
Virginia,Culpeper County,6,4A,1.5598
Virginia,Culpeper County,7,4A,1.77255
Virginia,Culpeper County,8,4A,1.8474
Virginia,Culpeper County,9,4A,1.9314
Virginia,Culpeper County,10,4A,2.1151
Virginia,Culpeper County,11,4A,1.28235
Virginia,Culpeper County,12,4A,1.43915
Virginia,Culpeper County,13,4A,1.36535
Virginia,Culpeper County,14,4A,1.5873
Virginia,Cumberland County,1,4A,1.17335
Virginia,Cumberland County,2,4A,1.14975
Virginia,Cumberland County,3,4A,1.5183
Virginia,Cumberland County,4,4A,1.3989
Virginia,Cumberland County,5,4A,1.62745
Virginia,Cumberland County,6,4A,1.5598
Virginia,Cumberland County,7,4A,1.77255
Virginia,Cumberland County,8,4A,1.8474
Virginia,Cumberland County,9,4A,1.9314
Virginia,Cumberland County,10,4A,2.1151
Virginia,Cumberland County,11,4A,1.28235
Virginia,Cumberland County,12,4A,1.43915
Virginia,Cumberland County,13,4A,1.36535
Virginia,Cumberland County,14,4A,1.5873
Virginia,Danville city,1,4A,1.17335
Virginia,Danville city,2,4A,1.14975
Virginia,Danville city,3,4A,1.5183
Virginia,Danville city,4,4A,1.3989
Virginia,Danville city,5,4A,1.62745
Virginia,Danville city,6,4A,1.5598
Virginia,Danville city,7,4A,1.77255
Virginia,Danville city,8,4A,1.8474
Virginia,Danville city,9,4A,1.9314
Virginia,Danville city,10,4A,2.1151
Virginia,Danville city,11,4A,1.28235
Virginia,Danville city,12,4A,1.43915
Virginia,Danville city,13,4A,1.36535
Virginia,Danville city,14,4A,1.5873
Virginia,Dickenson County,1,4A,1.17335
Virginia,Dickenson County,2,4A,1.14975
Virginia,Dickenson County,3,4A,1.5183
Virginia,Dickenson County,4,4A,1.3989
Virginia,Dickenson County,5,4A,1.62745
Virginia,Dickenson County,6,4A,1.5598
Virginia,Dickenson County,7,4A,1.77255
Virginia,Dickenson County,8,4A,1.8474
Virginia,Dickenson County,9,4A,1.9314
Virginia,Dickenson County,10,4A,2.1151
Virginia,Dickenson County,11,4A,1.28235
Virginia,Dickenson County,12,4A,1.43915
Virginia,Dickenson County,13,4A,1.36535
Virginia,Dickenson County,14,4A,1.5873
Virginia,Dinwiddie County,1,4A,1.17335
Virginia,Dinwiddie County,2,4A,1.14975
Virginia,Dinwiddie County,3,4A,1.5183
Virginia,Dinwiddie County,4,4A,1.3989
Virginia,Dinwiddie County,5,4A,1.62745
Virginia,Dinwiddie County,6,4A,1.5598
Virginia,Dinwiddie County,7,4A,1.77255
Virginia,Dinwiddie County,8,4A,1.8474
Virginia,Dinwiddie County,9,4A,1.9314
Virginia,Dinwiddie County,10,4A,2.1151
Virginia,Dinwiddie County,11,4A,1.28235
Virginia,Dinwiddie County,12,4A,1.43915
Virginia,Dinwiddie County,13,4A,1.36535
Virginia,Dinwiddie County,14,4A,1.5873
Virginia,Emporia city,1,4A,1.17335
Virginia,Emporia city,2,4A,1.14975
Virginia,Emporia city,3,4A,1.5183
Virginia,Emporia city,4,4A,1.3989
Virginia,Emporia city,5,4A,1.62745
Virginia,Emporia city,6,4A,1.5598
Virginia,Emporia city,7,4A,1.77255
Virginia,Emporia city,8,4A,1.8474
Virginia,Emporia city,9,4A,1.9314
Virginia,Emporia city,10,4A,2.1151
Virginia,Emporia city,11,4A,1.28235
Virginia,Emporia city,12,4A,1.43915
Virginia,Emporia city,13,4A,1.36535
Virginia,Emporia city,14,4A,1.5873
Virginia,Essex County,1,4A,1.17335
Virginia,Essex County,2,4A,1.14975
Virginia,Essex County,3,4A,1.5183
Virginia,Essex County,4,4A,1.3989
Virginia,Essex County,5,4A,1.62745
Virginia,Essex County,6,4A,1.5598
Virginia,Essex County,7,4A,1.77255
Virginia,Essex County,8,4A,1.8474
Virginia,Essex County,9,4A,1.9314
Virginia,Essex County,10,4A,2.1151
Virginia,Essex County,11,4A,1.28235
Virginia,Essex County,12,4A,1.43915
Virginia,Essex County,13,4A,1.36535
Virginia,Essex County,14,4A,1.5873
Virginia,Fairfax County,1,4A,1.17335
Virginia,Fairfax County,2,4A,1.14975
Virginia,Fairfax County,3,4A,1.5183
Virginia,Fairfax County,4,4A,1.3989
Virginia,Fairfax County,5,4A,1.62745
Virginia,Fairfax County,6,4A,1.5598
Virginia,Fairfax County,7,4A,1.77255
Virginia,Fairfax County,8,4A,1.8474
Virginia,Fairfax County,9,4A,1.9314
Virginia,Fairfax County,10,4A,2.1151
Virginia,Fairfax County,11,4A,1.28235
Virginia,Fairfax County,12,4A,1.43915
Virginia,Fairfax County,13,4A,1.36535
Virginia,Fairfax County,14,4A,1.5873
Virginia,Fairfax city,1,4A,1.17335
Virginia,Fairfax city,2,4A,1.14975
Virginia,Fairfax city,3,4A,1.5183
Virginia,Fairfax city,4,4A,1.3989
Virginia,Fairfax city,5,4A,1.62745
Virginia,Fairfax city,6,4A,1.5598
Virginia,Fairfax city,7,4A,1.77255
Virginia,Fairfax city,8,4A,1.8474
Virginia,Fairfax city,9,4A,1.9314
Virginia,Fairfax city,10,4A,2.1151
Virginia,Fairfax city,11,4A,1.28235
Virginia,Fairfax city,12,4A,1.43915
Virginia,Fairfax city,13,4A,1.36535
Virginia,Fairfax city,14,4A,1.5873
Virginia,Falls Church city,1,4A,1.17335
Virginia,Falls Church city,2,4A,1.14975
Virginia,Falls Church city,3,4A,1.5183
Virginia,Falls Church city,4,4A,1.3989
Virginia,Falls Church city,5,4A,1.62745
Virginia,Falls Church city,6,4A,1.5598
Virginia,Falls Church city,7,4A,1.77255
Virginia,Falls Church city,8,4A,1.8474
Virginia,Falls Church city,9,4A,1.9314
Virginia,Falls Church city,10,4A,2.1151
Virginia,Falls Church city,11,4A,1.28235
Virginia,Falls Church city,12,4A,1.43915
Virginia,Falls Church city,13,4A,1.36535
Virginia,Falls Church city,14,4A,1.5873
Virginia,Fauquier County,1,4A,1.17335
Virginia,Fauquier County,2,4A,1.14975
Virginia,Fauquier County,3,4A,1.5183
Virginia,Fauquier County,4,4A,1.3989
Virginia,Fauquier County,5,4A,1.62745
Virginia,Fauquier County,6,4A,1.5598
Virginia,Fauquier County,7,4A,1.77255
Virginia,Fauquier County,8,4A,1.8474
Virginia,Fauquier County,9,4A,1.9314
Virginia,Fauquier County,10,4A,2.1151
Virginia,Fauquier County,11,4A,1.28235
Virginia,Fauquier County,12,4A,1.43915
Virginia,Fauquier County,13,4A,1.36535
Virginia,Fauquier County,14,4A,1.5873
Virginia,Floyd County,1,4A,1.17335
Virginia,Floyd County,2,4A,1.14975
Virginia,Floyd County,3,4A,1.5183
Virginia,Floyd County,4,4A,1.3989
Virginia,Floyd County,5,4A,1.62745
Virginia,Floyd County,6,4A,1.5598
Virginia,Floyd County,7,4A,1.77255
Virginia,Floyd County,8,4A,1.8474
Virginia,Floyd County,9,4A,1.9314
Virginia,Floyd County,10,4A,2.1151
Virginia,Floyd County,11,4A,1.28235
Virginia,Floyd County,12,4A,1.43915
Virginia,Floyd County,13,4A,1.36535
Virginia,Floyd County,14,4A,1.5873
Virginia,Fluvanna County,1,4A,1.17335
Virginia,Fluvanna County,2,4A,1.14975
Virginia,Fluvanna County,3,4A,1.5183
Virginia,Fluvanna County,4,4A,1.3989
Virginia,Fluvanna County,5,4A,1.62745
Virginia,Fluvanna County,6,4A,1.5598
Virginia,Fluvanna County,7,4A,1.77255
Virginia,Fluvanna County,8,4A,1.8474
Virginia,Fluvanna County,9,4A,1.9314
Virginia,Fluvanna County,10,4A,2.1151
Virginia,Fluvanna County,11,4A,1.28235
Virginia,Fluvanna County,12,4A,1.43915
Virginia,Fluvanna County,13,4A,1.36535
Virginia,Fluvanna County,14,4A,1.5873
Virginia,Franklin County,1,4A,1.17335
Virginia,Franklin County,2,4A,1.14975
Virginia,Franklin County,3,4A,1.5183
Virginia,Franklin County,4,4A,1.3989
Virginia,Franklin County,5,4A,1.62745
Virginia,Franklin County,6,4A,1.5598
Virginia,Franklin County,7,4A,1.77255
Virginia,Franklin County,8,4A,1.8474
Virginia,Franklin County,9,4A,1.9314
Virginia,Franklin County,10,4A,2.1151
Virginia,Franklin County,11,4A,1.28235
Virginia,Franklin County,12,4A,1.43915
Virginia,Franklin County,13,4A,1.36535
Virginia,Franklin County,14,4A,1.5873
Virginia,Franklin city,1,4A,1.17335
Virginia,Franklin city,2,4A,1.14975
Virginia,Franklin city,3,4A,1.5183
Virginia,Franklin city,4,4A,1.3989
Virginia,Franklin city,5,4A,1.62745
Virginia,Franklin city,6,4A,1.5598
Virginia,Franklin city,7,4A,1.77255
Virginia,Franklin city,8,4A,1.8474
Virginia,Franklin city,9,4A,1.9314
Virginia,Franklin city,10,4A,2.1151
Virginia,Franklin city,11,4A,1.28235
Virginia,Franklin city,12,4A,1.43915
Virginia,Franklin city,13,4A,1.36535
Virginia,Franklin city,14,4A,1.5873
Virginia,Frederick County,1,4A,1.17335
Virginia,Frederick County,2,4A,1.14975
Virginia,Frederick County,3,4A,1.5183
Virginia,Frederick County,4,4A,1.3989
Virginia,Frederick County,5,4A,1.62745
Virginia,Frederick County,6,4A,1.5598
Virginia,Frederick County,7,4A,1.77255
Virginia,Frederick County,8,4A,1.8474
Virginia,Frederick County,9,4A,1.9314
Virginia,Frederick County,10,4A,2.1151
Virginia,Frederick County,11,4A,1.28235
Virginia,Frederick County,12,4A,1.43915
Virginia,Frederick County,13,4A,1.36535
Virginia,Frederick County,14,4A,1.5873
Virginia,Fredericksburg city,1,4A,1.17335
Virginia,Fredericksburg city,2,4A,1.14975
Virginia,Fredericksburg city,3,4A,1.5183
Virginia,Fredericksburg city,4,4A,1.3989
Virginia,Fredericksburg city,5,4A,1.62745
Virginia,Fredericksburg city,6,4A,1.5598
Virginia,Fredericksburg city,7,4A,1.77255
Virginia,Fredericksburg city,8,4A,1.8474
Virginia,Fredericksburg city,9,4A,1.9314
Virginia,Fredericksburg city,10,4A,2.1151
Virginia,Fredericksburg city,11,4A,1.28235
Virginia,Fredericksburg city,12,4A,1.43915
Virginia,Fredericksburg city,13,4A,1.36535
Virginia,Fredericksburg city,14,4A,1.5873
Virginia,Galax city,1,4A,1.17335
Virginia,Galax city,2,4A,1.14975
Virginia,Galax city,3,4A,1.5183
Virginia,Galax city,4,4A,1.3989
Virginia,Galax city,5,4A,1.62745
Virginia,Galax city,6,4A,1.5598
Virginia,Galax city,7,4A,1.77255
Virginia,Galax city,8,4A,1.8474
Virginia,Galax city,9,4A,1.9314
Virginia,Galax city,10,4A,2.1151
Virginia,Galax city,11,4A,1.28235
Virginia,Galax city,12,4A,1.43915
Virginia,Galax city,13,4A,1.36535
Virginia,Galax city,14,4A,1.5873
Virginia,Giles County,1,4A,1.17335
Virginia,Giles County,2,4A,1.14975
Virginia,Giles County,3,4A,1.5183
Virginia,Giles County,4,4A,1.3989
Virginia,Giles County,5,4A,1.62745
Virginia,Giles County,6,4A,1.5598
Virginia,Giles County,7,4A,1.77255
Virginia,Giles County,8,4A,1.8474
Virginia,Giles County,9,4A,1.9314
Virginia,Giles County,10,4A,2.1151
Virginia,Giles County,11,4A,1.28235
Virginia,Giles County,12,4A,1.43915
Virginia,Giles County,13,4A,1.36535
Virginia,Giles County,14,4A,1.5873
Virginia,Gloucester County,1,4A,1.17335
Virginia,Gloucester County,2,4A,1.14975
Virginia,Gloucester County,3,4A,1.5183
Virginia,Gloucester County,4,4A,1.3989
Virginia,Gloucester County,5,4A,1.62745
Virginia,Gloucester County,6,4A,1.5598
Virginia,Gloucester County,7,4A,1.77255
Virginia,Gloucester County,8,4A,1.8474
Virginia,Gloucester County,9,4A,1.9314
Virginia,Gloucester County,10,4A,2.1151
Virginia,Gloucester County,11,4A,1.28235
Virginia,Gloucester County,12,4A,1.43915
Virginia,Gloucester County,13,4A,1.36535
Virginia,Gloucester County,14,4A,1.5873
Virginia,Goochland County,1,4A,1.17335
Virginia,Goochland County,2,4A,1.14975
Virginia,Goochland County,3,4A,1.5183
Virginia,Goochland County,4,4A,1.3989
Virginia,Goochland County,5,4A,1.62745
Virginia,Goochland County,6,4A,1.5598
Virginia,Goochland County,7,4A,1.77255
Virginia,Goochland County,8,4A,1.8474
Virginia,Goochland County,9,4A,1.9314
Virginia,Goochland County,10,4A,2.1151
Virginia,Goochland County,11,4A,1.28235
Virginia,Goochland County,12,4A,1.43915
Virginia,Goochland County,13,4A,1.36535
Virginia,Goochland County,14,4A,1.5873
Virginia,Grayson County,1,4A,1.17335
Virginia,Grayson County,2,4A,1.14975
Virginia,Grayson County,3,4A,1.5183
Virginia,Grayson County,4,4A,1.3989
Virginia,Grayson County,5,4A,1.62745
Virginia,Grayson County,6,4A,1.5598
Virginia,Grayson County,7,4A,1.77255
Virginia,Grayson County,8,4A,1.8474
Virginia,Grayson County,9,4A,1.9314
Virginia,Grayson County,10,4A,2.1151
Virginia,Grayson County,11,4A,1.28235
Virginia,Grayson County,12,4A,1.43915
Virginia,Grayson County,13,4A,1.36535
Virginia,Grayson County,14,4A,1.5873
Virginia,Greene County,1,4A,1.17335
Virginia,Greene County,2,4A,1.14975
Virginia,Greene County,3,4A,1.5183
Virginia,Greene County,4,4A,1.3989
Virginia,Greene County,5,4A,1.62745
Virginia,Greene County,6,4A,1.5598
Virginia,Greene County,7,4A,1.77255
Virginia,Greene County,8,4A,1.8474
Virginia,Greene County,9,4A,1.9314
Virginia,Greene County,10,4A,2.1151
Virginia,Greene County,11,4A,1.28235
Virginia,Greene County,12,4A,1.43915
Virginia,Greene County,13,4A,1.36535
Virginia,Greene County,14,4A,1.5873
Virginia,Greensville County,1,4A,1.17335
Virginia,Greensville County,2,4A,1.14975
Virginia,Greensville County,3,4A,1.5183
Virginia,Greensville County,4,4A,1.3989
Virginia,Greensville County,5,4A,1.62745
Virginia,Greensville County,6,4A,1.5598
Virginia,Greensville County,7,4A,1.77255
Virginia,Greensville County,8,4A,1.8474
Virginia,Greensville County,9,4A,1.9314
Virginia,Greensville County,10,4A,2.1151
Virginia,Greensville County,11,4A,1.28235
Virginia,Greensville County,12,4A,1.43915
Virginia,Greensville County,13,4A,1.36535
Virginia,Greensville County,14,4A,1.5873
Virginia,Halifax County,1,4A,1.17335
Virginia,Halifax County,2,4A,1.14975
Virginia,Halifax County,3,4A,1.5183
Virginia,Halifax County,4,4A,1.3989
Virginia,Halifax County,5,4A,1.62745
Virginia,Halifax County,6,4A,1.5598
Virginia,Halifax County,7,4A,1.77255
Virginia,Halifax County,8,4A,1.8474
Virginia,Halifax County,9,4A,1.9314
Virginia,Halifax County,10,4A,2.1151
Virginia,Halifax County,11,4A,1.28235
Virginia,Halifax County,12,4A,1.43915
Virginia,Halifax County,13,4A,1.36535
Virginia,Halifax County,14,4A,1.5873
Virginia,Hampton city,1,4A,1.17335
Virginia,Hampton city,2,4A,1.14975
Virginia,Hampton city,3,4A,1.5183
Virginia,Hampton city,4,4A,1.3989
Virginia,Hampton city,5,4A,1.62745
Virginia,Hampton city,6,4A,1.5598
Virginia,Hampton city,7,4A,1.77255
Virginia,Hampton city,8,4A,1.8474
Virginia,Hampton city,9,4A,1.9314
Virginia,Hampton city,10,4A,2.1151
Virginia,Hampton city,11,4A,1.28235
Virginia,Hampton city,12,4A,1.43915
Virginia,Hampton city,13,4A,1.36535
Virginia,Hampton city,14,4A,1.5873
Virginia,Hanover County,1,4A,1.17335
Virginia,Hanover County,2,4A,1.14975
Virginia,Hanover County,3,4A,1.5183
Virginia,Hanover County,4,4A,1.3989
Virginia,Hanover County,5,4A,1.62745
Virginia,Hanover County,6,4A,1.5598
Virginia,Hanover County,7,4A,1.77255
Virginia,Hanover County,8,4A,1.8474
Virginia,Hanover County,9,4A,1.9314
Virginia,Hanover County,10,4A,2.1151
Virginia,Hanover County,11,4A,1.28235
Virginia,Hanover County,12,4A,1.43915
Virginia,Hanover County,13,4A,1.36535
Virginia,Hanover County,14,4A,1.5873
Virginia,Harrisonburg city,1,4A,1.17335
Virginia,Harrisonburg city,2,4A,1.14975
Virginia,Harrisonburg city,3,4A,1.5183
Virginia,Harrisonburg city,4,4A,1.3989
Virginia,Harrisonburg city,5,4A,1.62745
Virginia,Harrisonburg city,6,4A,1.5598
Virginia,Harrisonburg city,7,4A,1.77255
Virginia,Harrisonburg city,8,4A,1.8474
Virginia,Harrisonburg city,9,4A,1.9314
Virginia,Harrisonburg city,10,4A,2.1151
Virginia,Harrisonburg city,11,4A,1.28235
Virginia,Harrisonburg city,12,4A,1.43915
Virginia,Harrisonburg city,13,4A,1.36535
Virginia,Harrisonburg city,14,4A,1.5873
Virginia,Henrico County,1,4A,1.17335
Virginia,Henrico County,2,4A,1.14975
Virginia,Henrico County,3,4A,1.5183
Virginia,Henrico County,4,4A,1.3989
Virginia,Henrico County,5,4A,1.62745
Virginia,Henrico County,6,4A,1.5598
Virginia,Henrico County,7,4A,1.77255
Virginia,Henrico County,8,4A,1.8474
Virginia,Henrico County,9,4A,1.9314
Virginia,Henrico County,10,4A,2.1151
Virginia,Henrico County,11,4A,1.28235
Virginia,Henrico County,12,4A,1.43915
Virginia,Henrico County,13,4A,1.36535
Virginia,Henrico County,14,4A,1.5873
Virginia,Henry County,1,4A,1.17335
Virginia,Henry County,2,4A,1.14975
Virginia,Henry County,3,4A,1.5183
Virginia,Henry County,4,4A,1.3989
Virginia,Henry County,5,4A,1.62745
Virginia,Henry County,6,4A,1.5598
Virginia,Henry County,7,4A,1.77255
Virginia,Henry County,8,4A,1.8474
Virginia,Henry County,9,4A,1.9314
Virginia,Henry County,10,4A,2.1151
Virginia,Henry County,11,4A,1.28235
Virginia,Henry County,12,4A,1.43915
Virginia,Henry County,13,4A,1.36535
Virginia,Henry County,14,4A,1.5873
Virginia,Highland County,1,4A,1.17335
Virginia,Highland County,2,4A,1.14975
Virginia,Highland County,3,4A,1.5183
Virginia,Highland County,4,4A,1.3989
Virginia,Highland County,5,4A,1.62745
Virginia,Highland County,6,4A,1.5598
Virginia,Highland County,7,4A,1.77255
Virginia,Highland County,8,4A,1.8474
Virginia,Highland County,9,4A,1.9314
Virginia,Highland County,10,4A,2.1151
Virginia,Highland County,11,4A,1.28235
Virginia,Highland County,12,4A,1.43915
Virginia,Highland County,13,4A,1.36535
Virginia,Highland County,14,4A,1.5873
Virginia,Hopewell city,1,4A,1.17335
Virginia,Hopewell city,2,4A,1.14975
Virginia,Hopewell city,3,4A,1.5183
Virginia,Hopewell city,4,4A,1.3989
Virginia,Hopewell city,5,4A,1.62745
Virginia,Hopewell city,6,4A,1.5598
Virginia,Hopewell city,7,4A,1.77255
Virginia,Hopewell city,8,4A,1.8474
Virginia,Hopewell city,9,4A,1.9314
Virginia,Hopewell city,10,4A,2.1151
Virginia,Hopewell city,11,4A,1.28235
Virginia,Hopewell city,12,4A,1.43915
Virginia,Hopewell city,13,4A,1.36535
Virginia,Hopewell city,14,4A,1.5873
Virginia,Isle of Wight County,1,4A,1.17335
Virginia,Isle of Wight County,2,4A,1.14975
Virginia,Isle of Wight County,3,4A,1.5183
Virginia,Isle of Wight County,4,4A,1.3989
Virginia,Isle of Wight County,5,4A,1.62745
Virginia,Isle of Wight County,6,4A,1.5598
Virginia,Isle of Wight County,7,4A,1.77255
Virginia,Isle of Wight County,8,4A,1.8474
Virginia,Isle of Wight County,9,4A,1.9314
Virginia,Isle of Wight County,10,4A,2.1151
Virginia,Isle of Wight County,11,4A,1.28235
Virginia,Isle of Wight County,12,4A,1.43915
Virginia,Isle of Wight County,13,4A,1.36535
Virginia,Isle of Wight County,14,4A,1.5873
Virginia,James City County,1,4A,1.17335
Virginia,James City County,2,4A,1.14975
Virginia,James City County,3,4A,1.5183
Virginia,James City County,4,4A,1.3989
Virginia,James City County,5,4A,1.62745
Virginia,James City County,6,4A,1.5598
Virginia,James City County,7,4A,1.77255
Virginia,James City County,8,4A,1.8474
Virginia,James City County,9,4A,1.9314
Virginia,James City County,10,4A,2.1151
Virginia,James City County,11,4A,1.28235
Virginia,James City County,12,4A,1.43915
Virginia,James City County,13,4A,1.36535
Virginia,James City County,14,4A,1.5873
Virginia,King George County,1,4A,1.17335
Virginia,King George County,2,4A,1.14975
Virginia,King George County,3,4A,1.5183
Virginia,King George County,4,4A,1.3989
Virginia,King George County,5,4A,1.62745
Virginia,King George County,6,4A,1.5598
Virginia,King George County,7,4A,1.77255
Virginia,King George County,8,4A,1.8474
Virginia,King George County,9,4A,1.9314
Virginia,King George County,10,4A,2.1151
Virginia,King George County,11,4A,1.28235
Virginia,King George County,12,4A,1.43915
Virginia,King George County,13,4A,1.36535
Virginia,King George County,14,4A,1.5873
Virginia,King William County,1,4A,1.17335
Virginia,King William County,2,4A,1.14975
Virginia,King William County,3,4A,1.5183
Virginia,King William County,4,4A,1.3989
Virginia,King William County,5,4A,1.62745
Virginia,King William County,6,4A,1.5598
Virginia,King William County,7,4A,1.77255
Virginia,King William County,8,4A,1.8474
Virginia,King William County,9,4A,1.9314
Virginia,King William County,10,4A,2.1151
Virginia,King William County,11,4A,1.28235
Virginia,King William County,12,4A,1.43915
Virginia,King William County,13,4A,1.36535
Virginia,King William County,14,4A,1.5873
Virginia,King and Queen County,1,4A,1.17335
Virginia,King and Queen County,2,4A,1.14975
Virginia,King and Queen County,3,4A,1.5183
Virginia,King and Queen County,4,4A,1.3989
Virginia,King and Queen County,5,4A,1.62745
Virginia,King and Queen County,6,4A,1.5598
Virginia,King and Queen County,7,4A,1.77255
Virginia,King and Queen County,8,4A,1.8474
Virginia,King and Queen County,9,4A,1.9314
Virginia,King and Queen County,10,4A,2.1151
Virginia,King and Queen County,11,4A,1.28235
Virginia,King and Queen County,12,4A,1.43915
Virginia,King and Queen County,13,4A,1.36535
Virginia,King and Queen County,14,4A,1.5873
Virginia,Lancaster County,1,4A,1.17335
Virginia,Lancaster County,2,4A,1.14975
Virginia,Lancaster County,3,4A,1.5183
Virginia,Lancaster County,4,4A,1.3989
Virginia,Lancaster County,5,4A,1.62745
Virginia,Lancaster County,6,4A,1.5598
Virginia,Lancaster County,7,4A,1.77255
Virginia,Lancaster County,8,4A,1.8474
Virginia,Lancaster County,9,4A,1.9314
Virginia,Lancaster County,10,4A,2.1151
Virginia,Lancaster County,11,4A,1.28235
